value,id
PN3-Kavrepalanchok-Bethanchok_RM-Ward_3,1000
PN3-Kavrepalanchok-Bethanchok_RM-Ward_4,5000
PN3-Kavrepalanchok-Bethanchok_RM-Ward_5,2000
PN3-Kavrepalanchok-Bethanchok_RM-Ward_6,250
PN3-Kavrepalanchok-Bhumlu_RM-Ward_1,250
PN3-Kavrepalanchok-Bhumlu_RM-Ward_2,5000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_3,5000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_4,1000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_5,5000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_6,1000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_7,500
PN3-Kavrepalanchok-Bhumlu_RM-Ward_8,2000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_9,5000
PN3-Kavrepalanchok-Bhumlu_RM-Ward_10,500
PN3-Kavrepalanchok-Mahabharat_RM-Ward_1,250
PN3-Kavrepalanchok-Mahabharat_RM-Ward_2,5000
PN3-Kavrepalanchok-Mahabharat_RM-Ward_3,1000
PN3-Kavrepalanchok-Mahabharat_RM-Ward_4,5000
PN3-Kavrepalanchok-Mahabharat_RM-Ward_5,1000
PN3-Kavrepalanchok-Mahabharat_RM-Ward_6,500
PN3-Kavrepalanchok-Mahabharat_RM-Ward_7,5000
PN3-Kavrepalanchok-Mahabharat_RM-Ward_8,1000
PN3-Kavrepalanchok-Roshi_RM-Ward_1,1000
PN3-Kavrepalanchok-Roshi_RM-Ward_2,250
PN3-Kavrepalanchok-Roshi_RM-Ward_3,5000
PN3-Kavrepalanchok-Roshi_RM-Ward_4,250
PN3-Kavrepalanchok-Roshi_RM-Ward_5,250
PN3-Kavrepalanchok-Roshi_RM-Ward_6,250
PN3-Kavrepalanchok-Roshi_RM-Ward_7,5000
PN3-Kavrepalanchok-Roshi_RM-Ward_8,2000
PN3-Kavrepalanchok-Roshi_RM-Ward_9,500
PN3-Kavrepalanchok-Roshi_RM-Ward_10,1000
PN3-Kavrepalanchok-Roshi_RM-Ward_11,250
PN3-Kavrepalanchok-Roshi_RM-Ward_12,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_1,2000
PN3-Lalitpur-Lalitpur_MCP-Ward_2,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_3,1000
PN3-Lalitpur-Lalitpur_MCP-Ward_4,500
PN3-Lalitpur-Lalitpur_MCP-Ward_5,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_6,2000
PN3-Lalitpur-Lalitpur_MCP-Ward_7,500
PN3-Lalitpur-Lalitpur_MCP-Ward_8,250
PN3-Lalitpur-Lalitpur_MCP-Ward_9,2000
PN3-Lalitpur-Lalitpur_MCP-Ward_10,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_11,1000
PN3-Lalitpur-Lalitpur_MCP-Ward_12,2000
PN3-Lalitpur-Lalitpur_MCP-Ward_13,500
PN3-Lalitpur-Lalitpur_MCP-Ward_14,1000
PN3-Lalitpur-Lalitpur_MCP-Ward_15,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_16,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_17,500
PN3-Lalitpur-Lalitpur_MCP-Ward_18,500
PN3-Lalitpur-Lalitpur_MCP-Ward_19,1000
PN3-Lalitpur-Lalitpur_MCP-Ward_20,5000
PN3-Lalitpur-Lalitpur_MCP-Ward_21,2000
PN3-Lalitpur-Lalitpur_MCP-Ward_22,500
PN3-Lalitpur-Lalitpur_MCP-Ward_23,2000
PN3-Lalitpur-Lalitpur_MCP-Ward_24,1000
PN3-Lalitpur-Lalitpur_MCP-Ward_25,500
PN3-Lalitpur-Lalitpur_MCP-Ward_26,250
PN3-Lalitpur-Lalitpur_MCP-Ward_27,250
PN3-Lalitpur-Lalitpur_MCP-Ward_28,500
PN3-Lalitpur-Lalitpur_MCP-Ward_29,2000
PN3-Lalitpur-Godawari_MCP-Ward_1,2000
PN3-Lalitpur-Godawari_MCP-Ward_2,5000
PN3-Lalitpur-Godawari_MCP-Ward_3,500
PN3-Lalitpur-Godawari_MCP-Ward_4,250
PN3-Lalitpur-Godawari_MCP-Ward_5,500
PN3-Lalitpur-Godawari_MCP-Ward_6,250
PN3-Lalitpur-Godawari_MCP-Ward_7,2000
PN3-Lalitpur-Godawari_MCP-Ward_8,5000
PN3-Lalitpur-Godawari_MCP-Ward_9,2000
PN3-Lalitpur-Godawari_MCP-Ward_10,2000
PN3-Lalitpur-Godawari_MCP-Ward_11,2000
PN3-Lalitpur-Godawari_MCP-Ward_12,1000
PN3-Lalitpur-Godawari_MCP-Ward_13,250
PN3-Lalitpur-Godawari_MCP-Ward_14,250
PN3-Lalitpur-MahaLaxmi_MCP-Ward_1,5000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_2,5000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_3,5000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_4,500
PN3-Lalitpur-MahaLaxmi_MCP-Ward_5,2000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_6,2000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_7,250
PN3-Lalitpur-MahaLaxmi_MCP-Ward_8,5000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_9,2000
PN3-Lalitpur-MahaLaxmi_MCP-Ward_10,2000
PN3-Lalitpur-Konjyosom_RM-Ward_1,500
PN3-Lalitpur-Konjyosom_RM-Ward_2,250
PN3-Lalitpur-Konjyosom_RM-Ward_3,5000
PN3-Lalitpur-Konjyosom_RM-Ward_4,1000
PN3-Lalitpur-Konjyosom_RM-Ward_5,250
PN3-Lalitpur-Bagmati_RM-Ward_1,500
PN3-Lalitpur-Bagmati_RM-Ward_2,1000
PN3-Lalitpur-Bagmati_RM-Ward_3,1000
PN3-Lalitpur-Bagmati_RM-Ward_4,5000
PN3-Lalitpur-Bagmati_RM-Ward_5,5000
PN3-Lalitpur-Bagmati_RM-Ward_6,250
PN3-Lalitpur-Bagmati_RM-Ward_7,1000
PN3-Lalitpur-Mahankal_RM-Ward_1,1000
PN3-Lalitpur-Mahankal_RM-Ward_2,5000
PN3-Lalitpur-Mahankal_RM-Ward_3,5000
PN3-Lalitpur-Mahankal_RM-Ward_4,1000
PN3-Lalitpur-Mahankal_RM-Ward_5,2000
PN3-Lalitpur-Mahankal_RM-Ward_6,250
PN3-Makwanpur-Hetaunda_S-MCP-Ward_1,2000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_2,5000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_3,1000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_4,250
PN3-Makwanpur-Hetaunda_S-MCP-Ward_5,250
PN3-Makwanpur-Hetaunda_S-MCP-Ward_6,1000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_7,500
PN3-Makwanpur-Hetaunda_S-MCP-Ward_8,5000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_9,500
PN3-Makwanpur-Hetaunda_S-MCP-Ward_10,2000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_11,5000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_12,250
PN3-Makwanpur-Hetaunda_S-MCP-Ward_13,5000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_14,500
PN3-Makwanpur-Hetaunda_S-MCP-Ward_15,2000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_16,500
PN3-Makwanpur-Hetaunda_S-MCP-Ward_17,2000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_18,2000
PN3-Makwanpur-Hetaunda_S-MCP-Ward_19,5000
PN3-Makwanpur-Thaha_MCP-Ward_1,2000
PN3-Makwanpur-Thaha_MCP-Ward_2,1000
PN3-Makwanpur-Thaha_MCP-Ward_3,250
PN3-Makwanpur-Thaha_MCP-Ward_4,250
PN3-Makwanpur-Thaha_MCP-Ward_5,500
PN3-Makwanpur-Thaha_MCP-Ward_6,250
PN3-Makwanpur-Thaha_MCP-Ward_7,5000
PN3-Makwanpur-Thaha_MCP-Ward_8,250
PN3-Makwanpur-Thaha_MCP-Ward_9,5000
PN3-Makwanpur-Thaha_MCP-Ward_10,250
PN3-Makwanpur-Thaha_MCP-Ward_11,250
PN3-Makwanpur-Thaha_MCP-Ward_12,250
PN3-Makwanpur-Indra_Sarobar_RM-Ward_1,500
PN3-Makwanpur-Indra_Sarobar_RM-Ward_2,1000
PN3-Makwanpur-Indra_Sarobar_RM-Ward_3,1000
PN3-Makwanpur-Indra_Sarobar_RM-Ward_4,250
PN3-Makwanpur-Indra_Sarobar_RM-Ward_5,250
PN3-Makwanpur-Kailash_RM-Ward_1,1000
PN3-Makwanpur-Kailash_RM-Ward_2,5000
PN3-Makwanpur-Kailash_RM-Ward_3,1000
PN3-Makwanpur-Kailash_RM-Ward_4,1000
PN3-Makwanpur-Kailash_RM-Ward_5,5000
PN3-Makwanpur-Kailash_RM-Ward_6,500
PN3-Makwanpur-Kailash_RM-Ward_7,500
PN3-Makwanpur-Kailash_RM-Ward_8,500
PN3-Makwanpur-Kailash_RM-Ward_9,1000
PN3-Makwanpur-Kailash_RM-Ward_10,500
PN3-Makwanpur-Bakaiya_RM-Ward_1,1000
PN3-Makwanpur-Bakaiya_RM-Ward_2,5000
PN3-Makwanpur-Bakaiya_RM-Ward_3,500
PN3-Makwanpur-Bakaiya_RM-Ward_4,250
PN3-Makwanpur-Bakaiya_RM-Ward_5,500
PN3-Makwanpur-Bakaiya_RM-Ward_6,1000
PN3-Makwanpur-Bakaiya_RM-Ward_7,250
PN3-Makwanpur-Bakaiya_RM-Ward_8,500
PN3-Makwanpur-Bakaiya_RM-Ward_9,1000
PN3-Makwanpur-Bakaiya_RM-Ward_10,5000
PN3-Makwanpur-Bakaiya_RM-Ward_11,500
PN3-Makwanpur-Bakaiya_RM-Ward_12,500
PN3-Makwanpur-Bagmati_RM-Ward_1,5000
PN3-Makwanpur-Bagmati_RM-Ward_2,1000
PN3-Makwanpur-Bagmati_RM-Ward_3,500
PN3-Makwanpur-Bagmati_RM-Ward_4,1000
PN3-Makwanpur-Bagmati_RM-Ward_5,1000
PN3-Makwanpur-Bagmati_RM-Ward_6,500
PN3-Makwanpur-Bagmati_RM-Ward_7,2000
PN3-Makwanpur-Bagmati_RM-Ward_8,250
PN3-Makwanpur-Bagmati_RM-Ward_9,5000
PN3-Makwanpur-Bhimphedi_RM-Ward_1,250
PN3-Makwanpur-Bhimphedi_RM-Ward_2,250
PN3-Makwanpur-Bhimphedi_RM-Ward_3,5000
PN3-Makwanpur-Bhimphedi_RM-Ward_4,1000
PN3-Makwanpur-Bhimphedi_RM-Ward_5,1000
PN3-Makwanpur-Bhimphedi_RM-Ward_6,2000
PN3-Makwanpur-Bhimphedi_RM-Ward_7,500
PN3-Makwanpur-Bhimphedi_RM-Ward_8,250
PN3-Makwanpur-Bhimphedi_RM-Ward_9,250
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_1,250
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_2,250
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_3,250
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_4,250
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_5,2000
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_6,1000
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_7,1000
PN3-Makwanpur-Makawanpur_Gadhi_RM-Ward_8,250
PN3-Makwanpur-Manahari_RM-Ward_1,5000
PN3-Makwanpur-Manahari_RM-Ward_2,500
PN3-Makwanpur-Manahari_RM-Ward_3,500
PN3-Makwanpur-Manahari_RM-Ward_4,500
PN3-Makwanpur-Manahari_RM-Ward_5,5000
PN3-Makwanpur-Manahari_RM-Ward_6,500
PN3-Makwanpur-Manahari_RM-Ward_7,1000
PN3-Makwanpur-Manahari_RM-Ward_8,1000
PN3-Makwanpur-Manahari_RM-Ward_9,250
PN3-Makwanpur-Raksirang_RM-Ward_1,5000
PN3-Makwanpur-Raksirang_RM-Ward_2,500
PN3-Makwanpur-Raksirang_RM-Ward_3,1000
PN3-Makwanpur-Raksirang_RM-Ward_4,2000
PN3-Makwanpur-Raksirang_RM-Ward_5,500
PN3-Makwanpur-Raksirang_RM-Ward_6,2000
PN3-Makwanpur-Raksirang_RM-Ward_7,250
PN3-Makwanpur-Raksirang_RM-Ward_8,5000
PN3-Makwanpur-Raksirang_RM-Ward_9,5000
PN3-Nukuwot-Bidur_MCP-Ward_1,5000
PN3-Nukuwot-Bidur_MCP-Ward_2,1000
PN3-Nukuwot-Bidur_MCP-Ward_3,500
PN3-Nukuwot-Bidur_MCP-Ward_4,250
PN3-Nukuwot-Bidur_MCP-Ward_5,2000
PN3-Nukuwot-Bidur_MCP-Ward_6,500
PN3-Nukuwot-Bidur_MCP-Ward_7,1000
PN3-Nukuwot-Bidur_MCP-Ward_8,1000
PN3-Nukuwot-Bidur_MCP-Ward_9,1000
PN3-Nukuwot-Bidur_MCP-Ward_10,250
PN3-Nukuwot-Bidur_MCP-Ward_11,1000
PN3-Nukuwot-Bidur_MCP-Ward_12,5000
PN3-Nukuwot-Bidur_MCP-Ward_13,500
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_1,250
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_2,5000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_3,5000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_4,250
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_5,5000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_6,5000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_7,250
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_8,250
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_9,2000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_10,2000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_11,5000
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_12,500
PN3-Nukuwot-Belkot_Gadhi_MCP-Ward_13,2000
PN3-Nukuwot-Kakani_RM-Ward_1,500
PN3-Nukuwot-Kakani_RM-Ward_2,500
PN3-Nukuwot-Kakani_RM-Ward_3,250
PN3-Nukuwot-Kakani_RM-Ward_4,250
PN3-Nukuwot-Kakani_RM-Ward_5,250
PN3-Nukuwot-Kakani_RM-Ward_6,500
PN3-Nukuwot-Kakani_RM-Ward_7,250
PN3-Nukuwot-Kakani_RM-Ward_8,250
PN3-Nukuwot-Kispang_RM-Ward_1,1000
PN3-Nukuwot-Kispang_RM-Ward_2,500
PN3-Nukuwot-Kispang_RM-Ward_3,2000
PN3-Nukuwot-Kispang_RM-Ward_4,1000
PN3-Nukuwot-Kispang_RM-Ward_5,250
PN3-Nukuwot-Tadi_RM-Ward_1,500
PN3-Nukuwot-Tadi_RM-Ward_2,1000
PN3-Nukuwot-Tadi_RM-Ward_3,2000
PN3-Nukuwot-Tadi_RM-Ward_4,5000
PN3-Nukuwot-Tadi_RM-Ward_5,250
PN3-Nukuwot-Tadi_RM-Ward_6,1000
PN3-Nukuwot-Tarkeshwor_RM-Ward_1,5000
PN3-Nukuwot-Tarkeshwor_RM-Ward_2,5000
PN3-Nukuwot-Tarkeshwor_RM-Ward_3,5000
PN3-Nukuwot-Tarkeshwor_RM-Ward_4,1000
PN3-Nukuwot-Tarkeshwor_RM-Ward_5,5000
PN3-Nukuwot-Tarkeshwor_RM-Ward_6,500
PN3-Nukuwot-Dupcheshwor_RM-Ward_1,1000
PN3-Nukuwot-Dupcheshwor_RM-Ward_2,5000
PN3-Nukuwot-Dupcheshwor_RM-Ward_3,2000
PN3-Nukuwot-Dupcheshwor_RM-Ward_4,500
PN3-Nukuwot-Dupcheshwor_RM-Ward_5,250
PN3-Nukuwot-Dupcheshwor_RM-Ward_6,500
PN3-Nukuwot-Dupcheshwor_RM-Ward_7,250
PN3-Nukuwot-PanchaKanya_RM-Ward_1,5000
PN3-Nukuwot-PanchaKanya_RM-Ward_2,250
PN3-Nukuwot-PanchaKanya_RM-Ward_3,500
PN3-Nukuwot-PanchaKanya_RM-Ward_4,1000
PN3-Nukuwot-PanchaKanya_RM-Ward_5,1000
PN3-Nukuwot-Likhu_RM-Ward_1,2000
PN3-Nukuwot-Likhu_RM-Ward_2,1000
PN3-Nukuwot-Likhu_RM-Ward_3,500
PN3-Nukuwot-Likhu_RM-Ward_4,250
PN3-Nukuwot-Likhu_RM-Ward_5,5000
PN3-Nukuwot-Likhu_RM-Ward_6,2000
PN3-Nukuwot-Meghang_RM-Ward_1,1000
PN3-Nukuwot-Meghang_RM-Ward_2,2000
PN3-Nukuwot-Meghang_RM-Ward_3,1000
PN3-Nukuwot-Meghang_RM-Ward_4,5000
PN3-Nukuwot-Meghang_RM-Ward_5,2000
PN3-Nukuwot-Meghang_RM-Ward_6,2000
PN3-Nukuwot-Shivpuri_RM-Ward_1,2000
PN3-Nukuwot-Shivpuri_RM-Ward_2,2000
PN3-Nukuwot-Shivpuri_RM-Ward_3,5000
PN3-Nukuwot-Shivpuri_RM-Ward_4,2000
PN3-Nukuwot-Shivpuri_RM-Ward_5,5000
PN3-Nukuwot-Shivpuri_RM-Ward_6,1000
PN3-Nukuwot-Shivpuri_RM-Ward_7,500
PN3-Nukuwot-Shivpuri_RM-Ward_8,2000
PN3-Nukuwot-Surya_Gadhi_RM-Ward_1,500
PN3-Nukuwot-Surya_Gadhi_RM-Ward_2,1000
PN3-Nukuwot-Surya_Gadhi_RM-Ward_3,2000
PN3-Nukuwot-Surya_Gadhi_RM-Ward_4,2000
PN3-Nukuwot-Surya_Gadhi_RM-Ward_5,250
PN3-Ramechaap-Manthali_MCP-Ward_1,250
PN3-Ramechaap-Manthali_MCP-Ward_2,5000
PN3-Ramechaap-Manthali_MCP-Ward_3,250
PN3-Ramechaap-Manthali_MCP-Ward_4,5000
PN3-Ramechaap-Manthali_MCP-Ward_5,1000
PN3-Ramechaap-Manthali_MCP-Ward_6,1000
PN3-Ramechaap-Manthali_MCP-Ward_7,2000
PN3-Ramechaap-Manthali_MCP-Ward_8,5000
PN3-Ramechaap-Manthali_MCP-Ward_9,1000
PN3-Ramechaap-Manthali_MCP-Ward_10,250
PN3-Ramechaap-Manthali_MCP-Ward_11,2000
PN3-Ramechaap-Manthali_MCP-Ward_12,250
PN3-Ramechaap-Manthali_MCP-Ward_13,250
PN3-Ramechaap-Manthali_MCP-Ward_14,2000
PN3-Ramechaap-Ramechhap_MCP-Ward_1,5000
PN3-Ramechaap-Ramechhap_MCP-Ward_2,250
PN3-Ramechaap-Ramechhap_MCP-Ward_3,2000
PN3-Ramechaap-Ramechhap_MCP-Ward_4,1000
PN3-Ramechaap-Ramechhap_MCP-Ward_5,250
PN3-Ramechaap-Ramechhap_MCP-Ward_6,1000
PN3-Ramechaap-Ramechhap_MCP-Ward_7,1000
PN3-Ramechaap-Ramechhap_MCP-Ward_8,500
PN3-Ramechaap-Ramechhap_MCP-Ward_9,2000
PN3-Ramechaap-Umakunda_RM-Ward_1,2000
PN3-Ramechaap-Umakunda_RM-Ward_2,500
PN3-Ramechaap-Umakunda_RM-Ward_3,500
PN3-Ramechaap-Umakunda_RM-Ward_4,2000
PN3-Ramechaap-Umakunda_RM-Ward_5,1000
PN3-Ramechaap-Umakunda_RM-Ward_6,1000
PN3-Ramechaap-Umakunda_RM-Ward_7,500
PN3-Ramechaap-KhandaDevi_RM-Ward_1,1000
PN3-Ramechaap-KhandaDevi_RM-Ward_2,1000
PN3-Ramechaap-KhandaDevi_RM-Ward_3,2000
PN3-Ramechaap-KhandaDevi_RM-Ward_4,1000
PN3-Ramechaap-KhandaDevi_RM-Ward_5,5000
PN3-Ramechaap-KhandaDevi_RM-Ward_6,1000
PN3-Ramechaap-KhandaDevi_RM-Ward_7,5000
PN3-Ramechaap-KhandaDevi_RM-Ward_8,5000
PN3-Ramechaap-KhandaDevi_RM-Ward_9,2000
PN3-Ramechaap-Gokul_Ganga_RM-Ward_1,1000
PN3-Ramechaap-Gokul_Ganga_RM-Ward_2,2000
PN3-Ramechaap-Gokul_Ganga_RM-Ward_3,5000
PN3-Ramechaap-Gokul_Ganga_RM-Ward_4,5000
PN3-Ramechaap-Gokul_Ganga_RM-Ward_5,2000
PN3-Ramechaap-Gokul_Ganga_RM-Ward_6,5000
PN3-Ramechaap-Doramba_RM-Ward_1,250
PN3-Ramechaap-Doramba_RM-Ward_2,250
PN3-Ramechaap-Doramba_RM-Ward_3,250
PN3-Ramechaap-Doramba_RM-Ward_4,5000
PN3-Ramechaap-Doramba_RM-Ward_5,250
PN3-Ramechaap-Doramba_RM-Ward_6,1000
PN3-Ramechaap-Doramba_RM-Ward_7,1000
PN3-Ramechaap-Likhu_RM-Ward_1,5000
PN3-Ramechaap-Likhu_RM-Ward_2,2000
PN3-Ramechaap-Likhu_RM-Ward_3,250
PN3-Ramechaap-Likhu_RM-Ward_4,500
PN3-Ramechaap-Likhu_RM-Ward_5,500
PN3-Ramechaap-Likhu_RM-Ward_6,500
PN3-Ramechaap-Likhu_RM-Ward_7,500
PN3-Ramechaap-Sunapati_RM-Ward_1,250
PN3-Ramechaap-Sunapati_RM-Ward_2,500
PN3-Ramechaap-Sunapati_RM-Ward_3,5000
PN3-Ramechaap-Sunapati_RM-Ward_4,5000
PN3-Ramechaap-Sunapati_RM-Ward_5,5000
PN3-Rasuwa-Uttar_Gaya_RM-Ward_1,5000
PN3-Rasuwa-Uttar_Gaya_RM-Ward_2,250
PN3-Rasuwa-Uttar_Gaya_RM-Ward_3,500
PN3-Rasuwa-Uttar_Gaya_RM-Ward_4,1000
PN3-Rasuwa-Uttar_Gaya_RM-Ward_5,250
PN3-Rasuwa-Kalika_RM-Ward_1,250
PN3-Rasuwa-Kalika_RM-Ward_2,5000
PN3-Rasuwa-Kalika_RM-Ward_3,5000
PN3-Rasuwa-Kalika_RM-Ward_4,2000
PN3-Rasuwa-Kalika_RM-Ward_5,2000
PN3-Rasuwa-GosaiKunda_RM-Ward_1,500
PN3-Rasuwa-GosaiKunda_RM-Ward_2,1000
PN3-Rasuwa-GosaiKunda_RM-Ward_3,1000
PN3-Rasuwa-GosaiKunda_RM-Ward_4,1000
PN3-Rasuwa-GosaiKunda_RM-Ward_5,2000
PN3-Rasuwa-GosaiKunda_RM-Ward_6,250
PN3-Rasuwa-NauKunda_RM-Ward_1,500
PN3-Rasuwa-NauKunda_RM-Ward_2,500
PN3-Rasuwa-NauKunda_RM-Ward_3,2000
PN3-Rasuwa-NauKunda_RM-Ward_4,5000
PN3-Rasuwa-NauKunda_RM-Ward_5,1000
PN3-Rasuwa-NauKunda_RM-Ward_6,500
PN3-Rasuwa-ParbatiKunda_RM-Ward_1,2000
PN3-Rasuwa-ParbatiKunda_RM-Ward_2,250
PN3-Rasuwa-ParbatiKunda_RM-Ward_3,500
PN3-Rasuwa-ParbatiKunda_RM-Ward_4,250
PN3-Rasuwa-ParbatiKunda_RM-Ward_5,250
PN3-Sindhuli-Kamalamai_MCP-Ward_1,500
PN3-Sindhuli-Kamalamai_MCP-Ward_2,5000
PN3-Sindhuli-Kamalamai_MCP-Ward_3,250
PN3-Sindhuli-Kamalamai_MCP-Ward_4,5000
PN3-Sindhuli-Kamalamai_MCP-Ward_5,1000
PN3-Sindhuli-Kamalamai_MCP-Ward_6,500
PN3-Sindhuli-Kamalamai_MCP-Ward_7,5000
PN3-Sindhuli-Kamalamai_MCP-Ward_8,500
PN3-Sindhuli-Kamalamai_MCP-Ward_9,5000
PN3-Sindhuli-Kamalamai_MCP-Ward_10,500
PN3-Sindhuli-Kamalamai_MCP-Ward_11,500
PN3-Sindhuli-Kamalamai_MCP-Ward_12,1000
PN3-Sindhuli-Kamalamai_MCP-Ward_13,5000
PN3-Sindhuli-Kamalamai_MCP-Ward_14,500
PN3-Sindhuli-Dudhauli_MCP-Ward_1,5000
PN3-Sindhuli-Dudhauli_MCP-Ward_2,2000
PN3-Sindhuli-Dudhauli_MCP-Ward_3,2000
PN3-Sindhuli-Dudhauli_MCP-Ward_4,5000
PN3-Sindhuli-Dudhauli_MCP-Ward_5,5000
PN3-Sindhuli-Dudhauli_MCP-Ward_6,1000
PN3-Sindhuli-Dudhauli_MCP-Ward_7,2000
PN3-Sindhuli-Dudhauli_MCP-Ward_8,1000
PN3-Sindhuli-Dudhauli_MCP-Ward_9,250
PN3-Sindhuli-Dudhauli_MCP-Ward_10,2000
PN3-Sindhuli-Dudhauli_MCP-Ward_11,2000
PN3-Sindhuli-Dudhauli_MCP-Ward_12,1000
PN3-Sindhuli-Dudhauli_MCP-Ward_13,500
PN3-Sindhuli-Dudhauli_MCP-Ward_14,250
PN3-Sindhuli-Golanjor_RM-Ward_1,250
PN3-Sindhuli-Golanjor_RM-Ward_2,250
PN3-Sindhuli-Golanjor_RM-Ward_3,2000
PN3-Sindhuli-Golanjor_RM-Ward_4,1000
PN3-Sindhuli-Golanjor_RM-Ward_5,500
PN3-Sindhuli-Golanjor_RM-Ward_6,1000
PN3-Sindhuli-Golanjor_RM-Ward_7,500
PN3-Sindhuli-Ghyanglekh_RM-Ward_1,2000
PN3-Sindhuli-Ghyanglekh_RM-Ward_2,2000
PN3-Sindhuli-Ghyanglekh_RM-Ward_3,1000
PN3-Sindhuli-Ghyanglekh_RM-Ward_4,5000
PN3-Sindhuli-Ghyanglekh_RM-Ward_5,500
PN3-Sindhuli-Teen_Patan_RM-Ward_1,500
PN3-Sindhuli-Teen_Patan_RM-Ward_2,500
PN3-Sindhuli-Teen_Patan_RM-Ward_3,2000
PN3-Sindhuli-Teen_Patan_RM-Ward_4,2000
PN3-Sindhuli-Teen_Patan_RM-Ward_5,500
PN3-Sindhuli-Teen_Patan_RM-Ward_6,2000
PN3-Sindhuli-Teen_Patan_RM-Ward_7,2000
PN3-Sindhuli-Teen_Patan_RM-Ward_8,500
PN3-Sindhuli-Teen_Patan_RM-Ward_9,500
PN3-Sindhuli-Teen_Patan_RM-Ward_10,1000
PN3-Sindhuli-Teen_Patan_RM-Ward_11,250
PN3-Sindhuli-Phikkal_RM-Ward_1,5000
PN3-Sindhuli-Phikkal_RM-Ward_2,5000
PN3-Sindhuli-Phikkal_RM-Ward_3,5000
PN3-Sindhuli-Phikkal_RM-Ward_4,1000
PN3-Sindhuli-Phikkal_RM-Ward_5,500
PN3-Sindhuli-Phikkal_RM-Ward_6,1000
PN3-Sindhuli-Marin_RM-Ward_1,2000
PN3-Sindhuli-Marin_RM-Ward_2,1000
PN3-Sindhuli-Marin_RM-Ward_3,500
PN3-Sindhuli-Marin_RM-Ward_4,5000
PN3-Sindhuli-Marin_RM-Ward_5,500
PN3-Sindhuli-Marin_RM-Ward_6,5000
PN3-Sindhuli-Marin_RM-Ward_7,2000
PN3-Sindhuli-Marin_RM-Ward_8,2000
PN3-Sindhuli-Sunkoshi_RM-Ward_1,250
PN3-Sindhuli-Sunkoshi_RM-Ward_2,5000
PN3-Sindhuli-Sunkoshi_RM-Ward_3,2000
PN3-Sindhuli-Sunkoshi_RM-Ward_4,1000
PN3-Sindhuli-Sunkoshi_RM-Ward_5,1000
PN3-Sindhuli-Sunkoshi_RM-Ward_6,250
PN3-Sindhuli-Sunkoshi_RM-Ward_7,500
PN3-Sindhuli-Hariharpur_Gadhi_RM-Ward_1,5000
PN3-Sindhuli-Hariharpur_Gadhi_RM-Ward_2,5000
PN3-Sindhuli-Hariharpur_Gadhi_RM-Ward_3,500
PN3-Sindhuli-Hariharpur_Gadhi_RM-Ward_4,250
PN3-Sindhuli-Hariharpur_Gadhi_RM-Ward_5,500
PN3-Sindhuli-Hariharpur_Gadhi_RM-Ward_6,250
